math,eng,state,years
442,202,Oklahoma,2021
662,295,Ohio,2021
229,285,South Dakota,2019
740,328,Maryland,2019
474,641,South Dakota,2020
549,331,Minnesota,2020
215,613,Hawaii,2021
629,763,Maryland,2020
366,440,Washington,2019
594,441,Utah,2020
325,582,Georgia,2019
742,646,Indiana,2021
387,555,Connecticut,2019
278,401,West Virginia,2019
283,711,Washington,2020
722,716,Delaware,2019
344,280,Alabama,2019
424,575,Utah,2019
579,594,Wisconsin,2019
301,529,Massachusetts,2020
510,623,Michigan,2021
356,648,Georgia,2019
602,369,South Carolina,2021
303,460,Connecticut,2019
786,539,Mississippi,2020
477,594,Missouri,2021
477,206,North Dakota,2020
207,682,Vermont,2019
473,756,Georgia,2019
295,698,Ohio,2021
539,322,Utah,2019
230,231,Minnesota,2019
458,740,Vermont,2020
800,666,Nevada,2019
415,325,Kentucky,2021
683,593,Connecticut,2019
463,732,Washington,2021
266,739,Oregon,2021
554,246,Tennessee,2020
602,382,Tennessee,2021
442,741,Idaho,2021
574,714,North Carolina,2020
737,475,California,2020
252,545,Arkansas,2021
678,306,Arkansas,2021
317,292,Virginia,2020
370,348,New Hampshire,2021
606,395,Utah,2021
790,458,Nebraska,2020
380,377,Montana,2020
560,559,Maryland,2020
469,716,Delaware,2020
252,530,North Dakota,2019
394,646,Hawaii,2019
507,794,Arkansas,2021
206,754,Iowa,2020
439,570,Rhode Island,2020
200,201,Ohio,2021
244,238,Rhode Island,2020
326,360,Georgia,2020
266,593,Alaska,2019
635,365,Colorado,2019
478,715,New York,2020
794,650,Alaska,2020
571,279,Pennsylvania,2019
732,779,Washington,2019
711,468,West Virginia,2021
711,636,Kansas,2020
575,793,Mississippi,2019
331,595,Minnesota,2020
478,785,Arkansas,2019
692,258,West Virginia,2019
454,638,Arizona,2020
268,571,Michigan,2020
550,582,Maine,2019
787,749,Missouri,2021
508,693,North Dakota,2021
748,505,Wyoming,2021
482,258,Alabama,2019
527,671,Vermont,2021
306,522,Indiana,2019
340,351,Oregon,2019
319,770,Kansas,2020
218,628,Montana,2020
758,264,New Hampshire,2020
758,709,Georgia,2019
263,486,Indiana,2021
717,474,New Hampshire,2020
683,560,Maryland,2020
686,444,Nebraska,2019
586,620,Florida,2020
280,437,Utah,2021
738,328,Vermont,2020
482,205,Wyoming,2021
412,469,Illinois,2021
600,561,Texas,2021
428,345,Missouri,2021
372,438,Georgia,2020
284,446,Kentucky,2019
538,530,Oregon,2021
790,584,Ohio,2021
759,410,Arizona,2020
701,355,Maine,2021
662,557,Missouri,2019
651,680,Alaska,2019
622,721,New Hampshire,2021
758,649,Nebraska,2019
261,354,North Dakota,2020
360,626,Illinois,2019
800,360,Montana,2020
508,376,Colorado,2020
251,280,New Jersey,2020
242,411,Maine,2021
642,640,Vermont,2020
697,639,South Carolina,2021
384,318,Nevada,2019
690,384,Florida,2020
374,501,New Jersey,2021
797,550,Connecticut,2020
531,283,Iowa,2020
511,292,Montana,2021
674,577,Wyoming,2021
395,252,Vermont,2019
653,774,South Carolina,2019
619,552,Arizona,2021
476,598,South Carolina,2021
447,359,Utah,2020
485,657,Virginia,2020
337,426,South Carolina,2020
242,702,Kansas,2020
660,765,Wyoming,2020
446,247,Pennsylvania,2021
321,504,New Jersey,2021
335,381,Louisiana,2021
521,543,Texas,2021
701,395,Indiana,2019
401,606,Virginia,2021
750,472,Nevada,2020
765,665,Illinois,2020
536,788,Ohio,2020
354,322,Wisconsin,2019
360,728,Oklahoma,2020
752,224,Alabama,2021
426,306,Iowa,2021
684,746,Missouri,2019
528,352,New Mexico,2021
270,533,West Virginia,2021
575,553,Illinois,2020
214,550,Washington,2021
418,315,Louisiana,2021
738,463,Oregon,2019
298,479,Delaware,2021
396,667,Maine,2020
392,212,Mississippi,2019
458,576,New Hampshire,2019
528,598,California,2021
515,441,Kentucky,2019
717,528,Virginia,2021
696,285,Nevada,2021
250,474,Wisconsin,2020
394,451,Oklahoma,2020
459,303,Montana,2020
584,201,Maryland,2019
455,752,Washington,2021
674,736,Indiana,2021
686,383,Utah,2021
743,702,Hawaii,2019
489,394,Mississippi,2021
290,253,Connecticut,2020
705,486,North Carolina,2019
335,340,Connecticut,2019
205,370,Vermont,2021
334,258,Nebraska,2019
556,541,Illinois,2020
472,751,Arkansas,2021
687,769,Kansas,2019
561,381,Alaska,2019
661,507,New Hampshire,2019
205,570,Iowa,2019
474,544,Nevada,2019
232,302,Virginia,2021
776,384,Georgia,2020
295,635,Hawaii,2020
734,375,Rhode Island,2021
421,488,Pennsylvania,2019
306,656,Idaho,2019
478,273,Missouri,2021
453,710,New Mexico,2020
244,542,Montana,2021
800,782,Louisiana,2020
559,635,Washington,2019
236,783,Missouri,2021
431,726,Louisiana,2021
493,220,Oklahoma,2020
652,679,Ohio,2021
383,741,Ohio,2021
407,238,Ohio,2021
320,511,Connecticut,2020
286,391,Idaho,2021
370,636,New Mexico,2021
587,679,New Hampshire,2021
347,527,Tennessee,2019
761,269,South Carolina,2019
603,511,Wisconsin,2021
690,762,Wyoming,2021
658,522,Vermont,2021
500,658,Arkansas,2019
798,748,Illinois,2020
384,313,Pennsylvania,2021
235,461,South Dakota,2019
428,454,Alaska,2021
476,527,Michigan,2019
487,310,Utah,2019
744,596,Pennsylvania,2019
248,469,New Jersey,2020
275,523,Oklahoma,2020
557,472,Wisconsin,2020
372,425,Texas,2020
347,314,Texas,2019
334,800,New Hampshire,2019
202,334,Georgia,2020
468,767,Nevada,2021
705,662,Florida,2021
425,495,South Dakota,2021
563,537,Maine,2020
768,236,Nevada,2021
524,736,Maine,2020
603,561,Alabama,2019
225,699,Maine,2021
343,606,Iowa,2019
334,483,Arizona,2019
353,333,Rhode Island,2019
286,686,Maine,2020
391,296,Kansas,2019
316,581,North Dakota,2021
223,559,Connecticut,2021
209,429,New York,2021
680,456,North Dakota,2019
500,411,Massachusetts,2020
399,733,Idaho,2020
246,325,Pennsylvania,2021
488,240,New Hampshire,2020
701,557,Arizona,2021
273,527,Utah,2021
557,668,New Hampshire,2019
477,550,New York,2020
456,668,Wyoming,2019
760,782,Iowa,2019
547,276,Alaska,2020
597,729,Wisconsin,2021
519,335,Virginia,2021
388,587,Delaware,2021
594,544,Maryland,2021
663,717,Maryland,2020
727,264,New Jersey,2020
618,627,Wyoming,2020
573,317,Nevada,2020
707,339,Missouri,2021
310,502,Indiana,2020
211,735,West Virginia,2019
637,361,Minnesota,2020
469,765,Mississippi,2019
374,679,Tennessee,2021
385,304,Pennsylvania,2019
744,370,Massachusetts,2021
617,314,Texas,2021
248,256,New Mexico,2019
652,248,Idaho,2019
690,777,Kentucky,2019
347,355,Texas,2020
605,262,Mississippi,2021
366,411,Florida,2019
559,396,Wisconsin,2019
726,570,Nevada,2019
786,720,Oklahoma,2019
788,752,New Hampshire,2019
704,250,Kentucky,2019
707,544,Utah,2019
304,354,Wisconsin,2021
206,681,Indiana,2019
320,227,South Carolina,2019
782,408,Nevada,2019
293,505,Illinois,2021
215,270,Wyoming,2019
391,676,Kentucky,2020
761,203,Illinois,2020
396,541,North Carolina,2021
557,631,Connecticut,2021
659,451,Indiana,2019
261,307,Idaho,2021
307,619,Kansas,2021
242,299,Washington,2019
386,207,Alaska,2019
460,719,Rhode Island,2021
591,646,Connecticut,2020
751,638,Alaska,2021
329,544,Wyoming,2020
780,390,Tennessee,2021
588,342,West Virginia,2019
365,569,Utah,2020
748,387,Virginia,2020
503,259,Montana,2020
571,793,North Carolina,2019
518,506,Idaho,2019
562,269,Alaska,2021
317,453,Arizona,2021
632,729,Maryland,2019
288,433,Illinois,2020
568,345,Washington,2021
492,415,Utah,2019
260,792,Washington,2021
266,534,New Jersey,2020
239,482,Massachusetts,2021
558,771,New Hampshire,2019
554,731,Montana,2021
751,672,Connecticut,2020
250,282,New Mexico,2019
522,667,Virginia,2021
413,686,Texas,2020
468,738,Mississippi,2019
307,385,Pennsylvania,2021
318,528,New York,2021
725,796,Alaska,2020
397,428,Texas,2019
446,292,South Dakota,2021
610,326,Montana,2019
782,716,Oregon,2019
275,289,Minnesota,2020
261,605,Kentucky,2021
674,505,Minnesota,2020
441,620,North Carolina,2020
739,427,Hawaii,2021
615,604,Hawaii,2019
713,559,Delaware,2020
441,446,Iowa,2019
706,560,Indiana,2020
243,793,Montana,2019
308,337,Nebraska,2021
619,263,South Carolina,2019
440,218,Nebraska,2020
303,650,Arizona,2019
662,562,Texas,2021
304,337,Georgia,2019
755,524,Minnesota,2020
694,734,Delaware,2021
465,497,Georgia,2021
253,646,Arkansas,2020
395,795,Georgia,2019
390,245,Delaware,2019
244,331,Illinois,2021
512,256,Colorado,2021
509,733,Mississippi,2020
710,486,Idaho,2019
654,216,Illinois,2020
276,409,Arkansas,2020
470,780,Ohio,2020
370,313,Utah,2021
237,755,Georgia,2021
640,462,Nebraska,2021
279,236,Wisconsin,2021
619,663,South Carolina,2019
430,530,New York,2019
296,636,New Mexico,2019
443,716,South Dakota,2021
544,557,New York,2020
576,779,New York,2021
641,731,Florida,2021
468,448,Pennsylvania,2019
480,219,Alabama,2021
691,768,Indiana,2020
731,310,Utah,2019
241,719,Kentucky,2021
579,766,Florida,2020
588,799,New Hampshire,2021
314,256,Alaska,2019
496,383,North Carolina,2019
638,739,North Carolina,2020
286,656,Oklahoma,2021
565,283,Iowa,2020
362,315,Vermont,2019
417,500,Nevada,2019
454,388,Ohio,2020
289,477,Louisiana,2020
246,398,Maine,2019
785,496,Vermont,2021
637,410,North Carolina,2020
270,277,Montana,2019
422,462,Pennsylvania,2019
296,327,Wyoming,2021
741,597,Connecticut,2021
270,565,North Carolina,2019
343,342,Georgia,2021
516,298,Vermont,2019
206,374,South Dakota,2020
244,725,Arkansas,2021
421,703,Nebraska,2021
224,261,Kansas,2019
734,779,Wyoming,2020
264,416,Massachusetts,2020
568,657,New York,2021
343,428,Alabama,2021
641,518,Mississippi,2021
340,482,Virginia,2019
765,389,Georgia,2019
259,275,Montana,2019
701,486,North Carolina,2019
526,523,Idaho,2021
548,262,Oklahoma,2021
265,787,Texas,2019
326,670,Maryland,2019
538,483,Florida,2020
660,319,Iowa,2019
284,575,Wyoming,2020
532,744,Nevada,2019
711,288,Kansas,2019
356,411,West Virginia,2021
699,266,Indiana,2021
486,596,West Virginia,2021
295,778,Arizona,2019
213,722,Nevada,2020
643,424,Nebraska,2020
385,634,Arizona,2021
212,288,Oklahoma,2019
685,505,New York,2019
637,796,Maryland,2021
369,332,Wyoming,2021
254,556,Florida,2020
569,480,West Virginia,2019
443,396,Arizona,2020
587,538,Hawaii,2020
500,282,Alabama,2021
265,767,Massachusetts,2019
323,613,Georgia,2019
420,319,Missouri,2021
600,636,Georgia,2019
398,344,New Mexico,2020
646,245,Nebraska,2019
645,365,Connecticut,2021
592,703,Idaho,2021
504,652,Vermont,2021
320,258,North Carolina,2021
442,540,Montana,2021
675,448,Washington,2020
696,539,New York,2019
709,342,Wisconsin,2021
428,291,Maine,2020
353,770,Kentucky,2021
207,681,Alabama,2020
757,244,Maine,2020
377,545,South Carolina,2021
200,710,North Dakota,2020
484,318,Pennsylvania,2020
754,774,Hawaii,2020
780,713,Wisconsin,2020
254,308,Georgia,2020
761,592,North Dakota,2021
538,682,Pennsylvania,2020
484,226,Minnesota,2020
448,536,New Mexico,2020
605,687,Nevada,2021
580,231,Oklahoma,2021
380,764,Alabama,2021
393,551,Mississippi,2019
630,317,Wyoming,2019
341,457,Washington,2019
347,772,West Virginia,2019
510,685,Mississippi,2020
756,359,Tennessee,2019
748,737,Alabama,2020
606,456,Tennessee,2019
557,597,Wisconsin,2020
228,385,Texas,2021
635,373,Tennessee,2019
489,312,Delaware,2019
625,445,Hawaii,2021
289,227,Maine,2021
301,793,Texas,2021
247,230,Missouri,2020
726,567,Colorado,2021
638,212,Arkansas,2021
570,797,Minnesota,2020
389,795,South Dakota,2021
771,522,Louisiana,2019
315,531,Nebraska,2019
552,348,Nevada,2019
679,593,West Virginia,2021
480,623,West Virginia,2019
592,608,Georgia,2020
277,517,Florida,2021
681,652,Montana,2021
465,722,Maine,2019
647,477,New Jersey,2020
480,397,Pennsylvania,2019
623,662,North Dakota,2019
240,520,Washington,2020
356,782,South Carolina,2020
690,216,Indiana,2020
208,250,Louisiana,2020
342,440,Massachusetts,2020
725,295,Nebraska,2020
581,621,Kentucky,2021
617,791,Maine,2020
649,298,Oregon,2019
746,546,Vermont,2020
699,788,Michigan,2021
594,530,Illinois,2021
242,669,Louisiana,2021
718,641,Rhode Island,2020
584,652,Utah,2019
447,633,Rhode Island,2020
794,762,West Virginia,2019
330,329,North Dakota,2019
449,579,Washington,2019
285,534,Maryland,2021
448,364,Michigan,2021
447,371,Hawaii,2019
323,562,Utah,2021
552,326,Massachusetts,2020
674,521,Tennessee,2020
659,624,Montana,2021
786,480,Oklahoma,2019
409,615,Kansas,2020
250,520,Louisiana,2021
452,753,Washington,2019
241,515,Idaho,2021
797,546,Utah,2020
569,319,North Carolina,2019
789,437,Nebraska,2021
483,492,Massachusetts,2019
760,257,South Dakota,2021
539,596,Alabama,2019
743,680,North Dakota,2021
678,785,Mississippi,2020
696,551,Rhode Island,2021
512,209,Virginia,2020
755,541,Hawaii,2019
516,240,North Dakota,2021
681,744,South Carolina,2020
392,790,Wyoming,2019
210,466,Minnesota,2019
644,484,Oklahoma,2020
543,654,Washington,2021
725,250,Kansas,2019
756,363,Kentucky,2021
359,586,California,2019
222,262,Idaho,2020
609,269,Arizona,2020
304,480,Virginia,2019
795,288,Nebraska,2021
408,314,South Dakota,2020
623,409,Massachusetts,2020
548,359,West Virginia,2021
505,583,Massachusetts,2021
538,799,Indiana,2021
441,527,Alaska,2019
551,660,Connecticut,2020
215,787,Michigan,2021
738,279,Pennsylvania,2020
396,451,Louisiana,2021
492,553,Mississippi,2019
744,409,Illinois,2019
209,428,Missouri,2021
528,310,Oregon,2021
237,243,Indiana,2020
561,263,Utah,2020
733,704,Iowa,2020
786,299,West Virginia,2019
752,592,Michigan,2021
359,507,Alabama,2020
748,311,Utah,2020
487,338,Delaware,2021
663,699,Oklahoma,2020
347,782,Rhode Island,2021
437,260,New Jersey,2019
782,335,Missouri,2019
668,395,California,2020
583,393,Kansas,2019
724,360,Louisiana,2021
238,618,Wyoming,2020
384,388,South Dakota,2020
664,588,New York,2021
347,385,New Jersey,2019
456,266,Kansas,2020
752,230,North Dakota,2019
415,728,Wisconsin,2021
452,529,Maryland,2019
685,612,Colorado,2019
210,463,Kentucky,2019
429,227,New Hampshire,2021
680,330,Kansas,2019
407,634,Wyoming,2020
656,566,Louisiana,2020
338,734,California,2020
623,623,Iowa,2021
732,205,Illinois,2020
676,702,Hawaii,2020
666,613,Massachusetts,2020
381,695,Minnesota,2019
687,338,Maryland,2019
419,440,South Carolina,2019
635,350,Mississippi,2020
630,263,Michigan,2019
654,765,Tennessee,2021
520,358,Delaware,2019
683,559,Missouri,2019
413,300,Colorado,2021
333,552,Kentucky,2021
680,707,Wisconsin,2020
431,396,New Hampshire,2020
421,382,Maine,2020
709,736,Arizona,2021
208,270,Oregon,2020
377,331,Georgia,2019
581,454,Idaho,2021
608,682,Nevada,2020
435,621,Wisconsin,2020
228,366,Washington,2019
717,718,Washington,2021
772,520,Oklahoma,2020
599,721,Oregon,2020
376,594,Mississippi,2021
476,704,Delaware,2021
210,320,Iowa,2021
397,496,North Carolina,2020
722,486,Minnesota,2021
515,726,Nebraska,2020
473,476,Wisconsin,2019
302,573,New Mexico,2020
359,777,Illinois,2020
436,546,Maryland,2020
609,599,Georgia,2019
701,736,Virginia,2020
299,588,Nebraska,2019
602,554,West Virginia,2021
528,486,New Hampshire,2020
282,359,Oregon,2020
509,550,Arkansas,2020
425,299,Rhode Island,2021
469,486,Nebraska,2020
230,753,Wyoming,2021
729,353,Texas,2020
660,249,Arizona,2019
281,291,Kansas,2019
635,552,New York,2020
570,524,Wyoming,2021
444,234,New Mexico,2021
286,416,Delaware,2021
466,335,California,2020
704,341,North Carolina,2019
709,433,New Hampshire,2021
687,454,North Carolina,2020
484,653,Georgia,2020
200,649,Kentucky,2019
608,644,Massachusetts,2021
336,212,Connecticut,2019
327,571,Massachusetts,2020
317,455,New York,2020
412,663,Georgia,2019
201,508,Nebraska,2019
529,735,Colorado,2021
763,547,Kentucky,2020
488,231,Nevada,2019
282,717,Georgia,2020
405,308,Kansas,2019
252,381,Kentucky,2019
477,397,Mississippi,2019
362,718,Vermont,2020
708,392,North Dakota,2021
347,278,Florida,2020
581,467,West Virginia,2021
647,269,Washington,2020
201,498,Iowa,2020
541,660,Alabama,2020
228,452,Vermont,2020
667,524,New Hampshire,2019
346,648,Virginia,2021
479,471,Nevada,2021
567,690,Washington,2019
772,304,North Dakota,2021
342,655,North Carolina,2019
377,581,Alaska,2019
453,291,West Virginia,2021
201,682,Tennessee,2019
665,245,West Virginia,2019
707,665,California,2020
229,508,Rhode Island,2019
337,724,New York,2019
268,206,West Virginia,2020
458,207,Maryland,2021
574,287,Arkansas,2020
462,426,New York,2019
370,727,New Jersey,2020
444,500,Montana,2019
672,412,Wyoming,2021
365,588,Idaho,2020
317,263,Oklahoma,2021
656,588,New Mexico,2020
310,698,South Dakota,2020
366,725,Nevada,2020
280,404,New York,2019
517,202,Pennsylvania,2021
510,499,Michigan,2019
789,475,Illinois,2020
591,593,North Carolina,2020
518,290,New Mexico,2019
463,356,Kansas,2020
741,797,Tennessee,2019
760,344,Tennessee,2019
241,516,Oklahoma,2019
355,751,Nebraska,2020
694,251,Kansas,2021
433,744,Pennsylvania,2020
241,755,Minnesota,2021
241,601,Oklahoma,2020
390,344,Connecticut,2021
215,435,Idaho,2019
411,677,Alaska,2020
330,374,Mississippi,2020
403,616,Maryland,2020
508,391,Illinois,2019
710,337,Arkansas,2021
572,685,Hawaii,2021
230,542,Louisiana,2020
206,551,Louisiana,2021
359,777,Connecticut,2021
483,543,West Virginia,2020
412,741,Hawaii,2020
324,512,New Jersey,2020
684,632,Wisconsin,2021
733,380,Alaska,2020
500,670,New Mexico,2019
214,612,Nebraska,2021
550,795,Tennessee,2020
557,596,New York,2020
760,512,Connecticut,2020
620,646,Vermont,2020
459,548,Montana,2019
452,795,Utah,2021
532,487,Georgia,2019
398,757,California,2021
686,204,North Dakota,2020
652,284,Georgia,2019
712,596,Kansas,2019
318,671,New York,2020
250,415,Connecticut,2019
235,570,Virginia,2019
685,720,Kentucky,2019
429,662,Minnesota,2021
490,695,Oklahoma,2021
683,365,Wyoming,2020
794,649,Nevada,2020
284,798,Kansas,2021
628,627,Wisconsin,2020
706,530,Wyoming,2021
276,385,New York,2020
752,354,North Dakota,2020
308,348,New Hampshire,2020
525,590,Colorado,2020
225,712,North Dakota,2020
718,402,South Carolina,2020
591,238,Oklahoma,2021
398,711,Wisconsin,2019
334,252,Oklahoma,2020
440,241,Maryland,2021
562,365,South Dakota,2020
238,352,Oklahoma,2021
206,306,Ohio,2019
464,226,Vermont,2021
310,488,Massachusetts,2021
459,799,Kansas,2021
243,663,Washington,2019
445,468,Maryland,2021
573,568,Oklahoma,2020
203,382,North Dakota,2019
743,274,Oregon,2019
566,716,Wisconsin,2021
516,773,California,2019
323,523,Idaho,2019
666,317,Arkansas,2020
294,762,South Dakota,2020
634,661,Washington,2019
779,579,Idaho,2020
757,633,Nebraska,2019
270,611,Montana,2019
609,644,Mississippi,2020
557,586,Utah,2020
601,779,Oklahoma,2021
368,535,New Mexico,2021
